FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
2462,20110301,4,1,1,77,1079,Mar  1 2011 12:00AM
2463,20110301,4,1,2,77,950,Mar  1 2011 12:00AM
2464,20110301,4,1,2,78,280,Mar  1 2011 12:00AM
2465,20110301,4,1,1,78,303,Mar  1 2011 12:00AM
2466,20110301,4,1,1,80,1258,Mar  1 2011 12:00AM
2467,20110301,4,1,2,80,1000,Mar  1 2011 12:00AM
2468,20110301,4,1,2,81,650,Mar  1 2011 12:00AM
2469,20110301,4,1,1,81,779,Mar  1 2011 12:00AM
2470,20110301,4,1,1,82,82,Mar  1 2011 12:00AM
2471,20110301,4,1,2,82,70,Mar  1 2011 12:00AM
2472,20110301,4,1,2,83,200,Mar  1 2011 12:00AM
2473,20110301,4,1,1,83,285,Mar  1 2011 12:00AM
2474,20110301,4,1,1,84,257,Mar  1 2011 12:00AM
2475,20110301,4,1,2,84,200,Mar  1 2011 12:00AM
2476,20110301,4,1,2,85,200,Mar  1 2011 12:00AM
2477,20110301,4,1,1,85,228,Mar  1 2011 12:00AM
2478,20110301,4,1,1,87,990,Mar  1 2011 12:00AM
2479,20110301,4,1,2,87,850,Mar  1 2011 12:00AM
2480,20110301,4,1,1,89,251,Mar  1 2011 12:00AM
2481,20110301,4,1,1,90,386,Mar  1 2011 12:00AM
2482,20110301,4,1,1,91,-309,Mar  1 2011 12:00AM
2483,20110301,4,1,1,92,514,Mar  1 2011 12:00AM
2484,20110301,4,1,1,94,115,Mar  1 2011 12:00AM
2485,20110301,4,1,1,96,11,Mar  1 2011 12:00AM
2486,20110301,4,2,1,12,36058,Mar  1 2011 12:00AM
2487,20110301,4,6,1,52,3969,Mar  1 2011 12:00AM
2488,20110301,4,6,2,52,3400,Mar  1 2011 12:00AM
2489,20110301,4,6,2,56,63500,Mar  1 2011 12:00AM
2490,20110301,4,6,1,56,39667,Mar  1 2011 12:00AM
2491,20110301,4,6,1,57,3308,Mar  1 2011 12:00AM
2492,20110301,4,6,2,57,4000,Mar  1 2011 12:00AM
2493,20110301,4,6,1,60,24240,Mar  1 2011 12:00AM
2494,20110301,4,6,2,60,22700,Mar  1 2011 12:00AM
2495,20110301,4,6,2,61,2000,Mar  1 2011 12:00AM
2496,20110301,4,6,1,61,2666,Mar  1 2011 12:00AM
2497,20110301,4,6,1,62,1454,Mar  1 2011 12:00AM
2498,20110301,4,6,2,62,1600,Mar  1 2011 12:00AM
2499,20110301,4,6,2,63,6200,Mar  1 2011 12:00AM
2500,20110301,4,6,1,63,4962,Mar  1 2011 12:00AM
2501,20110301,4,6,1,65,336,Mar  1 2011 12:00AM
2502,20110301,4,6,2,65,380,Mar  1 2011 12:00AM
2503,20110301,4,6,2,66,380,Mar  1 2011 12:00AM
2504,20110301,4,6,1,66,305,Mar  1 2011 12:00AM
2505,20110301,4,6,1,67,156,Mar  1 2011 12:00AM
2506,20110301,4,6,2,67,200,Mar  1 2011 12:00AM
2507,20110301,4,6,2,68,100,Mar  1 2011 12:00AM
2508,20110301,4,6,1,68,120,Mar  1 2011 12:00AM
2509,20110301,4,6,1,69,34,Mar  1 2011 12:00AM
2510,20110301,4,6,1,71,36,Mar  1 2011 12:00AM
2511,20110301,4,6,2,71,70,Mar  1 2011 12:00AM
2512,20110301,4,6,2,72,380,Mar  1 2011 12:00AM
2513,20110301,4,6,1,72,297,Mar  1 2011 12:00AM
2514,20110301,4,6,1,73,234,Mar  1 2011 12:00AM
2515,20110301,4,6,2,73,300,Mar  1 2011 12:00AM
2516,20110301,4,6,2,74,200,Mar  1 2011 12:00AM
2517,20110301,4,6,1,74,187,Mar  1 2011 12:00AM
2518,20110301,4,6,1,76,1050,Mar  1 2011 12:00AM
2519,20110301,4,6,2,76,1500,Mar  1 2011 12:00AM
2520,20110301,4,6,2,77,550,Mar  1 2011 12:00AM
2521,20110301,4,6,1,77,518,Mar  1 2011 12:00AM
2522,20110301,4,6,1,78,172,Mar  1 2011 12:00AM
2523,20110301,4,6,2,78,200,Mar  1 2011 12:00AM
2524,20110301,4,6,2,80,650,Mar  1 2011 12:00AM
2525,20110301,4,6,1,80,655,Mar  1 2011 12:00AM
2526,20110301,4,6,1,81,405,Mar  1 2011 12:00AM
2527,20110301,4,6,2,81,380,Mar  1 2011 12:00AM
2528,20110301,4,6,2,82,50,Mar  1 2011 12:00AM
2529,20110301,4,6,1,82,42,Mar  1 2011 12:00AM
2530,20110301,4,6,1,83,147,Mar  1 2011 12:00AM
2531,20110301,4,6,2,83,100,Mar  1 2011 12:00AM
2532,20110301,4,6,2,84,100,Mar  1 2011 12:00AM
2533,20110301,4,6,1,84,130,Mar  1 2011 12:00AM
2534,20110301,4,6,1,85,118,Mar  1 2011 12:00AM
2535,20110301,4,6,2,85,100,Mar  1 2011 12:00AM
2536,20110301,4,6,2,87,550,Mar  1 2011 12:00AM
2537,20110301,4,6,1,87,540,Mar  1 2011 12:00AM
2538,20110301,4,6,1,89,127,Mar  1 2011 12:00AM
2539,20110301,4,6,1,90,196,Mar  1 2011 12:00AM
2540,20110301,4,6,1,91,-157,Mar  1 2011 12:00AM
2541,20110301,4,6,1,92,261,Mar  1 2011 12:00AM
2542,20110301,4,6,1,94,2612,Mar  1 2011 12:00AM
2543,20110301,4,6,1,96,6,Mar  1 2011 12:00AM
2544,20110301,4,6,1,97,77,Mar  1 2011 12:00AM
2545,20110301,4,6,1,99,63000,Mar  1 2011 12:00AM
2546,20110301,4,6,2,101,109200,Mar  1 2011 12:00AM
2547,20110301,4,6,1,101,99243,Mar  1 2011 12:00AM
2548,20110301,4,7,1,4,127791,Mar  1 2011 12:00AM
2549,20110301,4,7,1,6,262000,Mar  1 2011 12:00AM
2550,20110301,4,7,1,7,8692,Mar  1 2011 12:00AM
2551,20110301,4,7,1,8,5240,Mar  1 2011 12:00AM
2552,20110301,4,7,1,13,37335,Mar  1 2011 12:00AM
2553,20110301,4,7,1,14,27510,Mar  1 2011 12:00AM
2554,20110301,4,7,1,15,57640,Mar  1 2011 12:00AM
2555,20110301,4,7,1,18,10976,Mar  1 2011 12:00AM
2556,20110301,4,7,1,19,34976,Mar  1 2011 12:00AM
2557,20110301,4,7,1,20,10097,Mar  1 2011 12:00AM
2558,20110301,4,7,1,21,48307,Mar  1 2011 12:00AM
2559,20110301,4,7,1,22,9321,Mar  1 2011 12:00AM
2560,20110301,4,7,1,23,3888,Mar  1 2011 12:00AM
2561,20110301,4,7,1,24,17920,Mar  1 2011 12:00AM
2562,20110301,4,7,1,28,18460,Mar  1 2011 12:00AM
2563,20110301,4,7,1,29,160116,Mar  1 2011 12:00AM
2564,20110301,4,7,1,31,46269,Mar  1 2011 12:00AM
2565,20110301,4,7,1,32,23636,Mar  1 2011 12:00AM
2566,20110301,4,7,1,33,22803,Mar  1 2011 12:00AM
2567,20110301,4,7,1,34,17423,Mar  1 2011 12:00AM
2568,20110301,4,7,1,35,70293,Mar  1 2011 12:00AM
2569,20110301,4,7,1,37,72013,Mar  1 2011 12:00AM
2570,20110301,4,7,1,38,25627,Mar  1 2011 12:00AM
2571,20110301,4,7,1,39,40326,Mar  1 2011 12:00AM
2572,20110301,4,7,1,40,26940,Mar  1 2011 12:00AM
2573,20110301,4,7,1,43,164474,Mar  1 2011 12:00AM
2574,20110301,4,7,1,46,-7522,Mar  1 2011 12:00AM
2575,20110301,4,7,1,100,16893,Mar  1 2011 12:00AM
2576,20110301,5,1,1,60,29440,Mar  1 2011 12:00AM
2577,20110301,5,1,2,60,31600,Mar  1 2011 12:00AM
2578,20110301,5,1,2,61,2700,Mar  1 2011 12:00AM
2579,20110301,5,1,1,61,2355,Mar  1 2011 12:00AM
2580,20110301,5,1,1,62,1472,Mar  1 2011 12:00AM
2581,20110301,5,1,2,62,1900,Mar  1 2011 12:00AM
2582,20110301,5,1,2,65,480,Mar  1 2011 12:00AM
2583,20110301,5,1,1,65,328,Mar  1 2011 12:00AM
2584,20110301,5,1,1,66,298,Mar  1 2011 12:00AM
2585,20110301,5,1,2,66,380,Mar  1 2011 12:00AM
2586,20110301,5,1,2,67,200,Mar  1 2011 12:00AM
2587,20110301,5,1,1,67,160,Mar  1 2011 12:00AM
2588,20110301,5,1,1,68,120,Mar  1 2011 12:00AM
2589,20110301,5,1,2,68,200,Mar  1 2011 12:00AM
2590,20110301,5,1,1,69,33,Mar  1 2011 12:00AM
2591,20110301,5,1,1,71,48,Mar  1 2011 12:00AM
2592,20110301,5,1,2,71,90,Mar  1 2011 12:00AM
2593,20110301,5,1,2,73,300,Mar  1 2011 12:00AM
2594,20110301,5,1,1,73,260,Mar  1 2011 12:00AM
2595,20110301,5,1,1,74,157,Mar  1 2011 12:00AM
2596,20110301,5,1,2,74,200,Mar  1 2011 12:00AM
2597,20110301,5,1,2,76,380,Mar  1 2011 12:00AM
2598,20110301,5,1,1,76,360,Mar  1 2011 12:00AM
2599,20110301,5,1,1,77,648,Mar  1 2011 12:00AM
2600,20110301,5,1,2,77,650,Mar  1 2011 12:00AM
2601,20110301,5,1,2,78,200,Mar  1 2011 12:00AM
2602,20110301,5,1,1,78,224,Mar  1 2011 12:00AM
2603,20110301,5,1,1,80,890,Mar  1 2011 12:00AM
2604,20110301,5,1,2,80,850,Mar  1 2011 12:00AM
2605,20110301,5,1,2,81,550,Mar  1 2011 12:00AM
2606,20110301,5,1,1,81,551,Mar  1 2011 12:00AM
2607,20110301,5,1,1,82,57,Mar  1 2011 12:00AM
2608,20110301,5,1,2,82,60,Mar  1 2011 12:00AM
2609,20110301,5,1,2,83,200,Mar  1 2011 12:00AM
2610,20110301,5,1,1,83,200,Mar  1 2011 12:00AM
2611,20110301,5,1,1,84,177,Mar  1 2011 12:00AM
2612,20110301,5,1,2,84,200,Mar  1 2011 12:00AM
2613,20110301,5,1,2,85,200,Mar  1 2011 12:00AM
2614,20110301,5,1,1,85,160,Mar  1 2011 12:00AM
2615,20110301,5,1,1,87,720,Mar  1 2011 12:00AM
2616,20110301,5,1,2,87,750,Mar  1 2011 12:00AM
2617,20110301,5,1,1,89,173,Mar  1 2011 12:00AM
2618,20110301,5,1,1,90,266,Mar  1 2011 12:00AM
2619,20110301,5,1,1,91,-213,Mar  1 2011 12:00AM
2620,20110301,5,1,1,92,355,Mar  1 2011 12:00AM
2621,20110301,5,1,1,94,243,Mar  1 2011 12:00AM
2622,20110301,5,1,1,96,8,Mar  1 2011 12:00AM
2623,20110301,5,2,1,12,53683,Mar  1 2011 12:00AM
2624,20110301,5,6,1,52,13562,Mar  1 2011 12:00AM
2625,20110301,5,6,2,52,19000,Mar  1 2011 12:00AM
2626,20110301,5,6,2,56,71400,Mar  1 2011 12:00AM
2627,20110301,5,6,1,56,71398,Mar  1 2011 12:00AM
2628,20110301,5,6,1,57,5650,Mar  1 2011 12:00AM
2629,20110301,5,6,2,57,5100,Mar  1 2011 12:00AM
2630,20110301,5,6,1,60,34240,Mar  1 2011 12:00AM
2631,20110301,5,6,2,60,26400,Mar  1 2011 12:00AM
2632,20110301,5,6,2,61,2600,Mar  1 2011 12:00AM
2633,20110301,5,6,1,61,4108,Mar  1 2011 12:00AM
2634,20110301,5,6,1,62,2054,Mar  1 2011 12:00AM
2635,20110301,5,6,2,62,1800,Mar  1 2011 12:00AM
2636,20110301,5,6,2,63,8700,Mar  1 2011 12:00AM
2637,20110301,5,6,1,63,6781,Mar  1 2011 12:00AM
2638,20110301,5,6,1,65,400,Mar  1 2011 12:00AM
2639,20110301,5,6,2,65,380,Mar  1 2011 12:00AM
2640,20110301,5,6,2,66,380,Mar  1 2011 12:00AM
2641,20110301,5,6,1,66,364,Mar  1 2011 12:00AM
2642,20110301,5,6,1,67,192,Mar  1 2011 12:00AM
2643,20110301,5,6,2,67,200,Mar  1 2011 12:00AM
2644,20110301,5,6,2,68,200,Mar  1 2011 12:00AM
2645,20110301,5,6,1,68,144,Mar  1 2011 12:00AM
2646,20110301,5,6,1,69,40,Mar  1 2011 12:00AM
2647,20110301,5,6,1,71,40,Mar  1 2011 12:00AM
2648,20110301,5,6,2,71,70,Mar  1 2011 12:00AM
2649,20110301,5,6,2,72,280,Mar  1 2011 12:00AM
2650,20110301,5,6,1,72,339,Mar  1 2011 12:00AM
2651,20110301,5,6,1,73,291,Mar  1 2011 12:00AM
2652,20110301,5,6,2,73,300,Mar  1 2011 12:00AM
2653,20110301,5,6,2,74,200,Mar  1 2011 12:00AM
2654,20110301,5,6,1,74,180,Mar  1 2011 12:00AM
2655,20110301,5,6,1,76,1650,Mar  1 2011 12:00AM
2656,20110301,5,6,2,76,1700,Mar  1 2011 12:00AM
2657,20110301,5,6,2,77,550,Mar  1 2011 12:00AM
2658,20110301,5,6,1,77,676,Mar  1 2011 12:00AM
2659,20110301,5,6,1,78,224,Mar  1 2011 12:00AM
2660,20110301,5,6,2,78,200,Mar  1 2011 12:00AM
2661,20110301,5,6,2,80,650,Mar  1 2011 12:00AM
2662,20110301,5,6,1,80,890,Mar  1 2011 12:00AM
2663,20110301,5,6,1,81,551,Mar  1 2011 12:00AM
2664,20110301,5,6,2,81,480,Mar  1 2011 12:00AM
2665,20110301,5,6,2,82,40,Mar  1 2011 12:00AM
2666,20110301,5,6,1,82,57,Mar  1 2011 12:00AM
2667,20110301,5,6,1,83,200,Mar  1 2011 12:00AM
2668,20110301,5,6,2,83,200,Mar  1 2011 12:00AM
2669,20110301,5,6,2,84,100,Mar  1 2011 12:00AM
2670,20110301,5,6,1,84,179,Mar  1 2011 12:00AM
2671,20110301,5,6,1,85,160,Mar  1 2011 12:00AM
2672,20110301,5,6,2,85,100,Mar  1 2011 12:00AM
2673,20110301,5,6,2,87,550,Mar  1 2011 12:00AM
2674,20110301,5,6,1,87,720,Mar  1 2011 12:00AM
2675,20110301,5,6,1,89,175,Mar  1 2011 12:00AM
2676,20110301,5,6,1,90,268,Mar  1 2011 12:00AM
2677,20110301,5,6,1,91,-214,Mar  1 2011 12:00AM
2678,20110301,5,6,1,92,358,Mar  1 2011 12:00AM
2679,20110301,5,6,1,94,13986,Mar  1 2011 12:00AM
2680,20110301,5,6,1,96,8,Mar  1 2011 12:00AM
2681,20110301,5,6,1,97,371,Mar  1 2011 12:00AM
2682,20110301,5,6,1,99,38500,Mar  1 2011 12:00AM
2683,20110301,5,6,2,101,161000,Mar  1 2011 12:00AM
2684,20110301,5,6,1,101,169526,Mar  1 2011 12:00AM
2685,20110301,5,7,1,4,212755,Mar  1 2011 12:00AM
2686,20110301,5,7,1,6,271202,Mar  1 2011 12:00AM
2687,20110301,5,7,1,7,9491,Mar  1 2011 12:00AM
2688,20110301,5,7,1,8,5424,Mar  1 2011 12:00AM
2689,20110301,5,7,1,13,43121,Mar  1 2011 12:00AM
2690,20110301,5,7,1,14,24679,Mar  1 2011 12:00AM
2691,20110301,5,7,1,15,56410,Mar  1 2011 12:00AM
2692,20110301,5,7,1,18,8232,Mar  1 2011 12:00AM
2693,20110301,5,7,1,19,26232,Mar  1 2011 12:00AM
2694,20110301,5,7,1,20,8972,Mar  1 2011 12:00AM
2695,20110301,5,7,1,21,42001,Mar  1 2011 12:00AM
2696,20110301,5,7,1,22,7132,Mar  1 2011 12:00AM
2697,20110301,5,7,1,23,2945,Mar  1 2011 12:00AM
2698,20110301,5,7,1,24,16128,Mar  1 2011 12:00AM
2699,20110301,5,7,1,28,13062,Mar  1 2011 12:00AM
2700,20110301,5,7,1,29,114372,Mar  1 2011 12:00AM
2701,20110301,5,7,1,31,39952,Mar  1 2011 12:00AM
2702,20110301,5,7,1,32,20968,Mar  1 2011 12:00AM
2703,20110301,5,7,1,33,15664,Mar  1 2011 12:00AM
2704,20110301,5,7,1,34,19933,Mar  1 2011 12:00AM
2705,20110301,5,7,1,35,50477,Mar  1 2011 12:00AM
2706,20110301,5,7,1,37,48962,Mar  1 2011 12:00AM
2707,20110301,5,7,1,38,20029,Mar  1 2011 12:00AM
2708,20110301,5,7,1,39,41949,Mar  1 2011 12:00AM
2709,20110301,5,7,1,40,19062,Mar  1 2011 12:00AM
2710,20110301,5,7,1,43,312375,Mar  1 2011 12:00AM
2711,20110301,5,7,1,46,57496,Mar  1 2011 12:00AM
2712,20110301,5,7,1,100,14106,Mar  1 2011 12:00AM
2713,20110301,6,1,1,60,19292,Mar  1 2011 12:00AM
2714,20110301,6,1,2,60,19800,Mar  1 2011 12:00AM
2715,20110301,6,1,2,61,1800,Mar  1 2011 12:00AM
2716,20110301,6,1,1,61,1736,Mar  1 2011 12:00AM
2717,20110301,6,1,1,62,1736,Mar  1 2011 12:00AM
2718,20110301,6,1,2,62,1200,Mar  1 2011 12:00AM
2719,20110301,6,1,2,65,280,Mar  1 2011 12:00AM
2720,20110301,6,1,1,65,341,Mar  1 2011 12:00AM
2721,20110301,6,1,1,66,310,Mar  1 2011 12:00AM
2722,20110301,6,1,2,66,280,Mar  1 2011 12:00AM
2723,20110301,6,1,2,67,100,Mar  1 2011 12:00AM
2724,20110301,6,1,1,67,155,Mar  1 2011 12:00AM
2725,20110301,6,1,1,68,118,Mar  1 2011 12:00AM
2726,20110301,6,1,2,68,100,Mar  1 2011 12:00AM
2727,20110301,6,1,1,69,34,Mar  1 2011 12:00AM
2728,20110301,6,1,1,71,32,Mar  1 2011 12:00AM
2729,20110301,6,1,2,71,60,Mar  1 2011 12:00AM
2730,20110301,6,1,2,73,220,Mar  1 2011 12:00AM
2731,20110301,6,1,1,73,213,Mar  1 2011 12:00AM
2732,20110301,6,1,1,74,155,Mar  1 2011 12:00AM
2733,20110301,6,1,2,74,100,Mar  1 2011 12:00AM
2734,20110301,6,1,2,76,200,Mar  1 2011 12:00AM
2735,20110301,6,1,1,76,237,Mar  1 2011 12:00AM
2736,20110301,6,1,1,77,426,Mar  1 2011 12:00AM
2737,20110301,6,1,2,77,380,Mar  1 2011 12:00AM
2738,20110301,6,1,2,78,100,Mar  1 2011 12:00AM
2739,20110301,6,1,1,78,127,Mar  1 2011 12:00AM
2740,20110301,6,1,1,80,492,Mar  1 2011 12:00AM
2741,20110301,6,1,2,80,550,Mar  1 2011 12:00AM
2742,20110301,6,1,2,81,280,Mar  1 2011 12:00AM
2743,20110301,6,1,1,81,304,Mar  1 2011 12:00AM
2744,20110301,6,1,1,82,31,Mar  1 2011 12:00AM
2745,20110301,6,1,2,82,30,Mar  1 2011 12:00AM
2746,20110301,6,1,2,83,100,Mar  1 2011 12:00AM
2747,20110301,6,1,1,83,110,Mar  1 2011 12:00AM
2748,20110301,6,1,1,84,97,Mar  1 2011 12:00AM
2749,20110301,6,1,2,84,100,Mar  1 2011 12:00AM
2750,20110301,6,1,2,85,90,Mar  1 2011 12:00AM
2751,20110301,6,1,1,85,88,Mar  1 2011 12:00AM
2752,20110301,6,1,1,87,410,Mar  1 2011 12:00AM
2753,20110301,6,1,2,87,480,Mar  1 2011 12:00AM
2754,20110301,6,1,1,89,146,Mar  1 2011 12:00AM
2755,20110301,6,1,1,90,224,Mar  1 2011 12:00AM
2756,20110301,6,1,1,91,-179,Mar  1 2011 12:00AM
2757,20110301,6,1,1,92,299,Mar  1 2011 12:00AM
2758,20110301,6,1,1,94,69,Mar  1 2011 12:00AM
2759,20110301,6,1,1,96,7,Mar  1 2011 12:00AM
2760,20110301,6,2,1,12,58075,Mar  1 2011 12:00AM
2761,20110301,6,2,1,60,5460,Mar  1 2011 12:00AM
2762,20110301,6,2,2,60,6600,Mar  1 2011 12:00AM
2763,20110301,6,2,2,61,550,Mar  1 2011 12:00AM
2764,20110301,6,2,1,61,437,Mar  1 2011 12:00AM
2765,20110301,6,2,1,62,546,Mar  1 2011 12:00AM
2766,20110301,6,2,2,62,480,Mar  1 2011 12:00AM
2767,20110301,6,2,2,65,100,Mar  1 2011 12:00AM
2768,20110301,6,2,1,65,112,Mar  1 2011 12:00AM
2769,20110301,6,2,1,66,101,Mar  1 2011 12:00AM
2770,20110301,6,2,2,66,100,Mar  1 2011 12:00AM
2771,20110301,6,2,2,67,60,Mar  1 2011 12:00AM
2772,20110301,6,2,1,67,51,Mar  1 2011 12:00AM
2773,20110301,6,2,1,68,38,Mar  1 2011 12:00AM
2774,20110301,6,2,2,68,40,Mar  1 2011 12:00AM
2775,20110301,6,2,1,69,11,Mar  1 2011 12:00AM
2776,20110301,6,2,1,71,8,Mar  1 2011 12:00AM
2777,20110301,6,2,2,71,30,Mar  1 2011 12:00AM
2778,20110301,6,2,2,73,100,Mar  1 2011 12:00AM
2779,20110301,6,2,1,73,66,Mar  1 2011 12:00AM
2780,20110301,6,2,1,74,161,Mar  1 2011 12:00AM
2781,20110301,6,2,2,74,100,Mar  1 2011 12:00AM
2782,20110301,6,2,2,76,90,Mar  1 2011 12:00AM
2783,20110301,6,2,1,76,71,Mar  1 2011 12:00AM
2784,20110301,6,2,1,77,127,Mar  1 2011 12:00AM
2785,20110301,6,2,2,77,200,Mar  1 2011 12:00AM
2786,20110301,6,2,2,78,50,Mar  1 2011 12:00AM
2787,20110301,6,2,1,78,41,Mar  1 2011 12:00AM
2788,20110301,6,2,1,80,133,Mar  1 2011 12:00AM
2789,20110301,6,2,2,80,200,Mar  1 2011 12:00AM
2790,20110301,6,2,2,81,100,Mar  1 2011 12:00AM
2791,20110301,6,2,1,81,83,Mar  1 2011 12:00AM
2792,20110301,6,2,1,82,8,Mar  1 2011 12:00AM
2793,20110301,6,2,2,82,10,Mar  1 2011 12:00AM
2794,20110301,6,2,2,83,40,Mar  1 2011 12:00AM
2795,20110301,6,2,1,83,29,Mar  1 2011 12:00AM
2796,20110301,6,2,1,84,25,Mar  1 2011 12:00AM
2797,20110301,6,2,2,84,30,Mar  1 2011 12:00AM
2798,20110301,6,2,2,85,30,Mar  1 2011 12:00AM
2799,20110301,6,2,1,85,23,Mar  1 2011 12:00AM
2800,20110301,6,2,1,87,117,Mar  1 2011 12:00AM
2801,20110301,6,2,2,87,200,Mar  1 2011 12:00AM
2802,20110301,6,2,1,89,38,Mar  1 2011 12:00AM
2803,20110301,6,2,1,90,58,Mar  1 2011 12:00AM
2804,20110301,6,2,1,91,-46,Mar  1 2011 12:00AM
2805,20110301,6,2,1,92,77,Mar  1 2011 12:00AM
2806,20110301,6,2,1,94,18,Mar  1 2011 12:00AM
2807,20110301,6,2,1,96,2,Mar  1 2011 12:00AM
2808,20110301,6,3,1,10,743125,Mar  1 2011 12:00AM
2809,20110301,6,3,1,11,462700,Mar  1 2011 12:00AM
2810,20110301,6,3,1,60,24180,Mar  1 2011 12:00AM
2811,20110301,6,3,2,60,23000,Mar  1 2011 12:00AM
2812,20110301,6,3,2,61,2300,Mar  1 2011 12:00AM
2813,20110301,6,3,1,61,2660,Mar  1 2011 12:00AM
2814,20110301,6,3,1,62,2176,Mar  1 2011 12:00AM
2815,20110301,6,3,2,62,1700,Mar  1 2011 12:00AM
2816,20110301,6,3,2,65,380,Mar  1 2011 12:00AM
2817,20110301,6,3,1,65,520,Mar  1 2011 12:00AM
2818,20110301,6,3,1,66,473,Mar  1 2011 12:00AM
2819,20110301,6,3,2,66,380,Mar  1 2011 12:00AM
2820,20110301,6,3,2,67,200,Mar  1 2011 12:00AM
2821,20110301,6,3,1,67,234,Mar  1 2011 12:00AM
2822,20110301,6,3,1,68,176,Mar  1 2011 12:00AM
2823,20110301,6,3,2,68,200,Mar  1 2011 12:00AM
2824,20110301,6,3,1,69,52,Mar  1 2011 12:00AM
2825,20110301,6,3,1,71,39,Mar  1 2011 12:00AM
2826,20110301,6,3,2,71,70,Mar  1 2011 12:00AM
2827,20110301,6,3,2,73,300,Mar  1 2011 12:00AM
2828,20110301,6,3,1,73,313,Mar  1 2011 12:00AM
2829,20110301,6,3,1,74,170,Mar  1 2011 12:00AM
2830,20110301,6,3,2,74,100,Mar  1 2011 12:00AM
2831,20110301,6,3,2,76,280,Mar  1 2011 12:00AM
2832,20110301,6,3,1,76,345,Mar  1 2011 12:00AM
2833,20110301,6,3,1,77,620,Mar  1 2011 12:00AM
2834,20110301,6,3,2,77,550,Mar  1 2011 12:00AM
2835,20110301,6,3,2,78,200,Mar  1 2011 12:00AM
2836,20110301,6,3,1,78,173,Mar  1 2011 12:00AM
2837,20110301,6,3,1,80,683,Mar  1 2011 12:00AM
2838,20110301,6,3,2,80,550,Mar  1 2011 12:00AM
2839,20110301,6,3,2,81,380,Mar  1 2011 12:00AM
2840,20110301,6,3,1,81,423,Mar  1 2011 12:00AM
2841,20110301,6,3,1,82,43,Mar  1 2011 12:00AM
2842,20110301,6,3,2,82,40,Mar  1 2011 12:00AM
2843,20110301,6,3,2,83,200,Mar  1 2011 12:00AM
2844,20110301,6,3,1,83,150,Mar  1 2011 12:00AM
2845,20110301,6,3,1,84,130,Mar  1 2011 12:00AM
2846,20110301,6,3,2,84,100,Mar  1 2011 12:00AM
2847,20110301,6,3,2,85,100,Mar  1 2011 12:00AM
2848,20110301,6,3,1,85,120,Mar  1 2011 12:00AM
2849,20110301,6,3,1,87,585,Mar  1 2011 12:00AM
2850,20110301,6,3,2,87,480,Mar  1 2011 12:00AM
2851,20110301,6,3,1,89,195,Mar  1 2011 12:00AM
2852,20110301,6,3,1,90,300,Mar  1 2011 12:00AM
2853,20110301,6,3,1,91,-240,Mar  1 2011 12:00AM
2854,20110301,6,3,1,92,400,Mar  1 2011 12:00AM
2855,20110301,6,3,1,94,96,Mar  1 2011 12:00AM
2856,20110301,6,3,1,96,10,Mar  1 2011 12:00AM
2857,20110301,6,4,1,60,15600,Mar  1 2011 12:00AM
2858,20110301,6,4,2,60,17200,Mar  1 2011 12:00AM
2859,20110301,6,4,2,61,1500,Mar  1 2011 12:00AM
2860,20110301,6,4,1,61,1404,Mar  1 2011 12:00AM
2861,20110301,6,4,1,62,1560,Mar  1 2011 12:00AM
2862,20110301,6,4,2,62,1400,Mar  1 2011 12:00AM
2863,20110301,6,4,2,65,280,Mar  1 2011 12:00AM
2864,20110301,6,4,1,65,335,Mar  1 2011 12:00AM
2865,20110301,6,4,1,66,305,Mar  1 2011 12:00AM
2866,20110301,6,4,2,66,280,Mar  1 2011 12:00AM
2867,20110301,6,4,2,67,100,Mar  1 2011 12:00AM
2868,20110301,6,4,1,67,152,Mar  1 2011 12:00AM
2869,20110301,6,4,1,68,113,Mar  1 2011 12:00AM
2870,20110301,6,4,2,68,100,Mar  1 2011 12:00AM
2871,20110301,6,4,1,69,34,Mar  1 2011 12:00AM
2872,20110301,6,4,1,71,23,Mar  1 2011 12:00AM
2873,20110301,6,4,2,71,50,Mar  1 2011 12:00AM
2874,20110301,6,4,2,73,220,Mar  1 2011 12:00AM
2875,20110301,6,4,1,73,198,Mar  1 2011 12:00AM
2876,20110301,6,4,1,74,170,Mar  1 2011 12:00AM
2877,20110301,6,4,2,74,200,Mar  1 2011 12:00AM
2878,20110301,6,4,2,76,200,Mar  1 2011 12:00AM
2879,20110301,6,4,1,76,213,Mar  1 2011 12:00AM
2880,20110301,6,4,1,77,382,Mar  1 2011 12:00AM
2881,20110301,6,4,2,77,380,Mar  1 2011 12:00AM
2882,20110301,6,4,2,78,100,Mar  1 2011 12:00AM
2883,20110301,6,4,1,78,116,Mar  1 2011 12:00AM
2884,20110301,6,4,1,80,446,Mar  1 2011 12:00AM
2885,20110301,6,4,2,80,380,Mar  1 2011 12:00AM
2886,20110301,6,4,2,81,280,Mar  1 2011 12:00AM
2887,20110301,6,4,1,81,276,Mar  1 2011 12:00AM
2888,20110301,6,4,1,82,29,Mar  1 2011 12:00AM
2889,20110301,6,4,2,82,30,Mar  1 2011 12:00AM
2890,20110301,6,4,2,83,100,Mar  1 2011 12:00AM
2891,20110301,6,4,1,83,101,Mar  1 2011 12:00AM
2892,20110301,6,4,1,84,91,Mar  1 2011 12:00AM
