CurrencyKey,DateKey,AverageRate,EndOfDayRate,Date
16,20111120,0.539898,0.538213,Nov 20 2011 12:00AM
16,20111121,0.538793,0.538793,Nov 21 2011 12:00AM
16,20111122,0.538793,0.537924,Nov 22 2011 12:00AM
16,20111123,0.538793,0.539665,Nov 23 2011 12:00AM
16,20111124,0.539374,0.537057,Nov 24 2011 12:00AM
16,20111125,0.537634,0.539665,Nov 25 2011 12:00AM
16,20111126,0.537057,0.535619,Nov 26 2011 12:00AM
16,20111127,0.537057,0.538503,Nov 27 2011 12:00AM
16,20111128,0.534759,0.533903,Nov 28 2011 12:00AM
16,20111129,0.534759,0.535619,Nov 29 2011 12:00AM
16,20111130,0.534759,0.534474,Nov 30 2011 12:00AM
16,20111201,0.535906,0.535906,Dec  1 2011 12:00AM
16,20111202,0.534359,0.533077,Dec  2 2011 12:00AM
16,20111203,0.533333,0.534474,Dec  3 2011 12:00AM
16,20111204,0.53251,0.530251,Dec  4 2011 12:00AM
16,20111205,0.529942,0.531378,Dec  5 2011 12:00AM
16,20111206,0.529942,0.529942,Dec  6 2011 12:00AM
16,20111207,0.529942,0.530814,Dec  7 2011 12:00AM
16,20111208,0.527704,0.526898,Dec  8 2011 12:00AM
16,20111209,0.52356,0.525238,Dec  9 2011 12:00AM
16,20111210,0.518162,0.518162,Dec 10 2011 12:00AM
16,20111211,0.516262,0.518699,Dec 11 2011 12:00AM
16,20111212,0.522111,0.52086,Dec 12 2011 12:00AM
16,20111213,0.521648,0.521648,Dec 13 2011 12:00AM
16,20111214,0.521648,0.520318,Dec 14 2011 12:00AM
16,20111215,0.521948,0.524136,Dec 15 2011 12:00AM
16,20111216,0.526039,0.524384,Dec 16 2011 12:00AM
16,20111217,0.520318,0.520562,Dec 17 2011 12:00AM
16,20111218,0.52086,0.520562,Dec 18 2011 12:00AM
16,20111219,0.514668,0.516262,Dec 19 2011 12:00AM
16,20111220,0.514403,0.511771,Dec 20 2011 12:00AM
16,20111221,0.514403,0.514668,Dec 21 2011 12:00AM
16,20111222,0.51549,0.514403,Dec 22 2011 12:00AM
16,20111223,0.511587,0.512558,Dec 23 2011 12:00AM
16,20111224,0.507872,0.507099,Dec 24 2011 12:00AM
16,20111225,0.507614,0.508906,Dec 25 2011 12:00AM
16,20111226,0.512033,0.510204,Dec 26 2011 12:00AM
16,20111227,0.512033,0.514668,Dec 27 2011 12:00AM
16,20111228,0.512033,0.512033,Dec 28 2011 12:00AM
16,20111229,0.512558,0.513347,Dec 29 2011 12:00AM
16,20111230,0.512033,0.511509,Dec 30 2011 12:00AM
16,20111231,0.514139,0.514668,Dec 31 2011 12:00AM
16,20120101,0.512295,0.509944,Jan  1 2012 12:00AM
16,20120102,0.508388,0.508388,Jan  2 2012 12:00AM
16,20120103,0.507872,0.505561,Jan  3 2012 12:00AM
16,20120104,0.507872,0.508906,Jan  4 2012 12:00AM
16,20120105,0.521105,0.518699,Jan  5 2012 12:00AM
16,20120106,0.52086,0.522493,Jan  6 2012 12:00AM
16,20120107,0.517625,0.517625,Jan  7 2012 12:00AM
16,20120108,0.512295,0.513084,Jan  8 2012 12:00AM
16,20120109,0.510465,0.510204,Jan  9 2012 12:00AM
16,20120110,0.509944,0.512033,Jan 10 2012 12:00AM
16,20120111,0.509944,0.509165,Jan 11 2012 12:00AM
16,20120112,0.507614,0.509424,Jan 12 2012 12:00AM
16,20120113,0.50813,0.507099,Jan 13 2012 12:00AM
16,20120114,0.510986,0.513084,Jan 14 2012 12:00AM
16,20120115,0.504999,0.503778,Jan 15 2012 12:00AM
16,20120116,0.507099,0.507614,Jan 16 2012 12:00AM
16,20120117,0.505561,0.505306,Jan 17 2012 12:00AM
16,20120118,0.505561,0.506073,Jan 18 2012 12:00AM
16,20120119,0.505051,0.502765,Jan 19 2012 12:00AM
16,20120120,0.510725,0.510725,Jan 20 2012 12:00AM
16,20120121,0.506329,0.505051,Jan 21 2012 12:00AM
16,20120122,0.506329,0.506842,Jan 22 2012 12:00AM
16,20120123,0.507872,0.506586,Jan 23 2012 12:00AM
16,20120124,0.507614,0.507872,Jan 24 2012 12:00AM
16,20120125,0.507614,0.507357,Jan 25 2012 12:00AM
16,20120126,0.50813,0.508647,Jan 26 2012 12:00AM
16,20120127,0.508388,0.507614,Jan 27 2012 12:00AM
16,20120128,0.511561,0.513611,Jan 28 2012 12:00AM
16,20120129,0.508906,0.506586,Jan 29 2012 12:00AM
16,20120130,0.508647,0.510204,Jan 30 2012 12:00AM
16,20120131,0.508647,0.507872,Jan 31 2012 12:00AM
16,20120201,0.508647,0.508906,Feb  1 2012 12:00AM
16,20120202,0.511247,0.509424,Feb  2 2012 12:00AM
16,20120203,0.511509,0.513875,Feb  3 2012 12:00AM
16,20120204,0.509944,0.508906,Feb  4 2012 12:00AM
16,20120205,0.511509,0.512033,Feb  5 2012 12:00AM
16,20120206,0.510204,0.509424,Feb  6 2012 12:00AM
16,20120207,0.510204,0.512821,Feb  7 2012 12:00AM
16,20120208,0.510204,0.510204,Feb  8 2012 12:00AM
16,20120209,0.510204,0.510725,Feb  9 2012 12:00AM
16,20120210,0.509944,0.509424,Feb 10 2012 12:00AM
16,20120211,0.510204,0.511509,Feb 11 2012 12:00AM
16,20120212,0.512558,0.511771,Feb 12 2012 12:00AM
16,20120213,0.512558,0.512558,Feb 13 2012 12:00AM
16,20120214,0.512558,0.511247,Feb 14 2012 12:00AM
16,20120215,0.512558,0.513347,Feb 15 2012 12:00AM
16,20120216,0.512558,0.512033,Feb 16 2012 12:00AM
16,20120217,0.514668,0.51709,Feb 17 2012 12:00AM
16,20120218,0.517866,0.516262,Feb 18 2012 12:00AM
16,20120219,0.514854,0.516556,Feb 19 2012 12:00AM
16,20120220,0.511404,0.509424,Feb 20 2012 12:00AM
16,20120221,0.511274,0.511509,Feb 21 2012 12:00AM
16,20120222,0.511274,0.509424,Feb 22 2012 12:00AM
16,20120223,0.512952,0.514668,Feb 23 2012 12:00AM
16,20120224,0.514403,0.512033,Feb 24 2012 12:00AM
16,20120225,0.514403,0.516556,Feb 25 2012 12:00AM
16,20120226,0.511247,0.509165,Feb 26 2012 12:00AM
16,20120227,0.512821,0.512821,Feb 27 2012 12:00AM
16,20120228,0.512164,0.511509,Feb 28 2012 12:00AM
16,20120229,0.511902,0.512821,Feb 29 2012 12:00AM
16,20120301,0.513084,0.510725,Mar  1 2012 12:00AM
16,20120302,0.512033,0.514139,Mar  2 2012 12:00AM
16,20120303,0.510986,0.508388,Mar  3 2012 12:00AM
16,20120304,0.511509,0.512033,Mar  4 2012 12:00AM
16,20120305,0.510725,0.509684,Mar  5 2012 12:00AM
16,20120306,0.510204,0.510465,Mar  6 2012 12:00AM
16,20120307,0.510204,0.508906,Mar  7 2012 12:00AM
16,20120308,0.510986,0.512033,Mar  8 2012 12:00AM
16,20120309,0.509684,0.507614,Mar  9 2012 12:00AM
16,20120310,0.507743,0.510204,Mar 10 2012 12:00AM
16,20120311,0.506483,0.505306,Mar 11 2012 12:00AM
16,20120312,0.506586,0.507357,Mar 12 2012 12:00AM
16,20120313,0.506329,0.504541,Mar 13 2012 12:00AM
16,20120314,0.506329,0.507872,Mar 14 2012 12:00AM
16,20120315,0.506329,0.504541,Mar 15 2012 12:00AM
16,20120316,0.508647,0.509684,Mar 16 2012 12:00AM
16,20120317,0.507099,0.505051,Mar 17 2012 12:00AM
16,20120318,0.50226,0.503525,Mar 18 2012 12:00AM
16,20120319,0.50226,0.501253,Mar 19 2012 12:00AM
16,20120320,0.502765,0.503271,Mar 20 2012 12:00AM
16,20120321,0.502765,0.50025,Mar 21 2012 12:00AM
16,20120322,0.4999,0.501505,Mar 22 2012 12:00AM
16,20120323,0.499251,0.498256,Mar 23 2012 12:00AM
16,20120324,0.499251,0.501002,Mar 24 2012 12:00AM
16,20120325,0.502008,0.501505,Mar 25 2012 12:00AM
16,20120326,0.504032,0.506586,Mar 26 2012 12:00AM
16,20120327,0.504032,0.503778,Mar 27 2012 12:00AM
16,20120328,0.504032,0.504541,Mar 28 2012 12:00AM
16,20120329,0.504286,0.502513,Mar 29 2012 12:00AM
16,20120330,0.503271,0.504541,Mar 30 2012 12:00AM
16,20120331,0.503271,0.501253,Mar 31 2012 12:00AM
16,20120401,0.502513,0.504796,Apr  1 2012 12:00AM
16,20120402,0.498778,0.497537,Apr  2 2012 12:00AM
16,20120403,0.498778,0.501002,Apr  3 2012 12:00AM
16,20120404,0.498778,0.497537,Apr  4 2012 12:00AM
16,20120405,0.499102,0.501253,Apr  5 2012 12:00AM
16,20120406,0.497909,0.496549,Apr  6 2012 12:00AM
16,20120407,0.489692,0.491159,Apr  7 2012 12:00AM
16,20120408,0.489476,0.489021,Apr  8 2012 12:00AM
16,20120409,0.490701,0.490942,Apr  9 2012 12:00AM
16,20120410,0.490942,0.490436,Apr 10 2012 12:00AM
16,20120411,0.490942,0.493097,Apr 11 2012 12:00AM
16,20120412,0.491256,0.489021,Apr 12 2012 12:00AM
16,20120413,0.490509,0.492635,Apr 13 2012 12:00AM
16,20120414,0.48852,0.488281,Apr 14 2012 12:00AM
16,20120415,0.490942,0.491908,Apr 15 2012 12:00AM
16,20120416,0.493194,0.4914,Apr 16 2012 12:00AM
16,20120417,0.491957,0.494315,Apr 17 2012 12:00AM
16,20120418,0.491981,0.491159,Apr 18 2012 12:00AM
16,20120419,0.494584,0.495565,Apr 19 2012 12:00AM
16,20120420,0.4914,0.48974,Apr 20 2012 12:00AM
16,20120421,0.489884,0.490436,Apr 21 2012 12:00AM
16,20120422,0.487329,0.485932,Apr 22 2012 12:00AM
16,20120423,0.488782,0.490196,Apr 23 2012 12:00AM
16,20120424,0.489476,0.488782,Apr 24 2012 12:00AM
16,20120425,0.489476,0.490196,Apr 25 2012 12:00AM
16,20120426,0.483699,0.483325,Apr 26 2012 12:00AM
16,20120427,0.484731,0.486169,Apr 27 2012 12:00AM
16,20120428,0.48144,0.480769,Apr 28 2012 12:00AM
16,20120429,0.475421,0.475511,Apr 29 2012 12:00AM
16,20120430,0.469925,0.469704,Apr 30 2012 12:00AM
16,20120501,0.469925,0.470168,May  1 2012 12:00AM
16,20120502,0.469925,0.468823,May  2 2012 12:00AM
16,20120503,0.460638,0.461702,May  3 2012 12:00AM
16,20120504,0.478973,0.478011,May  4 2012 12:00AM
16,20120505,0.471276,0.471476,May  5 2012 12:00AM
16,20120506,0.462342,0.460851,May  6 2012 12:00AM
16,20120507,0.460193,0.460405,May  7 2012 12:00AM
16,20120508,0.460193,0.458505,May  8 2012 12:00AM
16,20120509,0.460193,0.460638,May  9 2012 12:00AM
16,20120510,0.468384,0.46729,May 10 2012 12:00AM
16,20120511,0.471032,0.471476,May 11 2012 12:00AM
16,20120512,0.470433,0.469925,May 12 2012 12:00AM
16,20120513,0.464231,0.464274,May 13 2012 12:00AM
16,20120514,0.464468,0.462342,May 14 2012 12:00AM
16,20120515,0.464274,0.4662,May 15 2012 12:00AM
16,20120516,0.464274,0.463199,May 16 2012 12:00AM
16,20120517,0.461489,0.461894,May 17 2012 12:00AM
16,20120518,0.45939,0.458716,May 18 2012 12:00AM
16,20120519,0.459918,0.460193,May 19 2012 12:00AM
16,20120520,0.464468,0.462749,May 20 2012 12:00AM
16,20120521,0.461702,0.463199,May 21 2012 12:00AM
16,20120522,0.461702,0.460003,May 22 2012 12:00AM
16,20120523,0.461702,0.462556,May 23 2012 12:00AM
16,20120524,0.463414,0.461489,May 24 2012 12:00AM
16,20120525,0.467749,0.469285,May 25 2012 12:00AM
16,20120526,0.464231,0.463199,May 26 2012 12:00AM
16,20120527,0.463822,0.464274,May 27 2012 12:00AM
16,20120528,0.463822,0.463414,May 28 2012 12:00AM
16,20120529,0.463822,0.466005,May 29 2012 12:00AM
16,20120530,0.463822,0.463199,May 30 2012 12:00AM
16,20120531,0.457268,0.458106,May 31 2012 12:00AM
16,20120601,0.455166,0.454133,Jun  1 2012 12:00AM
16,20120602,0.458421,0.459791,Jun  2 2012 12:00AM
16,20120603,0.457268,0.455373,Jun  3 2012 12:00AM
16,20120604,0.440354,0.440937,Jun  4 2012 12:00AM
16,20120605,0.440354,0.43958,Jun  5 2012 12:00AM
16,20120606,0.440354,0.441306,Jun  6 2012 12:00AM
16,20120607,0.442439,0.442282,Jun  7 2012 12:00AM
16,20120608,0.441306,0.442087,Jun  8 2012 12:00AM
16,20120609,0.436567,0.436319,Jun  9 2012 12:00AM
16,20120610,0.445553,0.445633,Jun 10 2012 12:00AM
16,20120611,0.454112,0.452489,Jun 11 2012 12:00AM
16,20120612,0.453947,0.454545,Jun 12 2012 12:00AM
16,20120613,0.453947,0.453515,Jun 13 2012 12:00AM
16,20120614,0.454298,0.454773,Jun 14 2012 12:00AM
16,20120615,0.453947,0.453124,Jun 15 2012 12:00AM
16,20120616,0.447027,0.447227,Jun 16 2012 12:00AM
16,20120617,0.451488,0.450248,Jun 17 2012 12:00AM
16,20120618,0.451875,0.452899,Jun 18 2012 12:00AM
16,20120619,0.452489,0.452489,Jun 19 2012 12:00AM
16,20120620,0.452489,0.453947,Jun 20 2012 12:00AM
16,20120621,0.451325,0.45045,Jun 21 2012 12:00AM
16,20120622,0.445474,0.446828,Jun 22 2012 12:00AM
16,20120623,0.441911,0.441306,Jun 23 2012 12:00AM
16,20120624,0.442693,0.444069,Jun 24 2012 12:00AM
16,20120625,0.437445,0.43611,Jun 25 2012 12:00AM
16,20120626,0.437848,0.439754,Jun 26 2012 12:00AM
16,20120627,0.437848,0.436872,Jun 27 2012 12:00AM
16,20120628,0.432003,0.433088,Jun 28 2012 12:00AM
16,20120629,0.427369,0.425713,Jun 29 2012 12:00AM
16,20120630,0.431406,0.433088,Jun 30 2012 12:00AM
16,20120701,0.433651,0.432339,Jul  1 2012 12:00AM
16,20120702,0.433088,0.433839,Jul  2 2012 12:00AM
16,20120703,0.433088,0.432545,Jul  3 2012 12:00AM
16,20120704,0.433088,0.434802,Jul  4 2012 12:00AM
16,20120705,0.431016,0.429572,Jul  5 2012 12:00AM
16,20120706,0.430422,0.43122,Jul  6 2012 12:00AM
16,20120707,0.426221,0.424809,Jul  7 2012 12:00AM
16,20120708,0.426112,0.426257,Jul  8 2012 12:00AM
16,20120709,0.426439,0.424989,Jul  9 2012 12:00AM
16,20120710,0.426439,0.426639,Jul 10 2012 12:00AM
16,20120711,0.426439,0.426439,Jul 11 2012 12:00AM
16,20120712,0.428449,0.429738,Jul 12 2012 12:00AM
16,20120713,0.425731,0.425532,Jul 13 2012 12:00AM
16,20120714,0.426985,0.427716,Jul 14 2012 12:00AM
16,20120715,0.421159,0.419481,Jul 15 2012 12:00AM
16,20120716,0.420521,0.420521,Jul 16 2012 12:00AM
16,20120717,0.420521,0.419815,Jul 17 2012 12:00AM
16,20120718,0.420521,0.420893,Jul 18 2012 12:00AM
16,20120719,0.419639,0.419111,Jul 19 2012 12:00AM
16,20120720,0.418848,0.420009,Jul 20 2012 12:00AM
16,20120721,0.418603,0.418235,Jul 21 2012 12:00AM
16,20120722,0.422619,0.423191,Jul 22 2012 12:00AM
16,20120723,0.423747,0.423549,Jul 23 2012 12:00AM
16,20120724,0.423747,0.424989,Jul 24 2012 12:00AM
16,20120725,0.423747,0.422654,Jul 25 2012 12:00AM
16,20120726,0.419974,0.421603,Jul 26 2012 12:00AM
16,20120727,0.415991,0.414611,Jul 27 2012 12:00AM
16,20120728,0.41249,0.412712,Jul 28 2012 12:00AM
16,20120729,0.412558,0.411879,Jul 29 2012 12:00AM
16,20120730,0.41425,0.415127,Jul 30 2012 12:00AM
16,20120731,0.413394,0.41307,Jul 31 2012 12:00AM
16,20120801,0.413394,0.41425,Aug  1 2012 12:00AM
16,20120802,0.407166,0.405696,Aug  2 2012 12:00AM
16,20120803,0.403877,0.404858,Aug  3 2012 12:00AM
16,20120804,0.405564,0.404531,Aug  4 2012 12:00AM
16,20120805,0.419886,0.420716,Aug  5 2012 12:00AM
16,20120806,0.434405,0.4329,Aug  6 2012 12:00AM
16,20120807,0.434405,0.435559,Aug  7 2012 12:00AM
16,20120808,0.434405,0.433294,Aug  8 2012 12:00AM
16,20120809,0.434009,0.43535,Aug  9 2012 12:00AM
16,20120810,0.429387,0.428633,Aug 10 2012 12:00AM
16,20120811,0.428101,0.428835,Aug 11 2012 12:00AM
16,20120812,0.433727,0.433088,Aug 12 2012 12:00AM
16,20120813,0.432732,0.434405,Aug 13 2012 12:00AM
16,20120814,0.432732,0.432339,Aug 14 2012 12:00AM
16,20120815,0.432732,0.432732,Aug 15 2012 12:00AM
16,20120816,0.428872,0.427168,Aug 16 2012 12:00AM
16,20120817,0.425423,0.427168,Aug 17 2012 12:00AM
16,20120818,0.413326,0.411879,Aug 18 2012 12:00AM
16,20120819,0.405039,0.406009,Aug 19 2012 12:00AM
16,20120820,0.411353,0.411201,Aug 20 2012 12:00AM
16,20120821,0.411353,0.411523,Aug 21 2012 12:00AM
16,20120822,0.411353,0.410526,Aug 22 2012 12:00AM
16,20120823,0.408163,0.4095,Aug 23 2012 12:00AM
16,20120824,0.40016,0.399361,Aug 24 2012 12:00AM
16,20120825,0.40016,0.400802,Aug 25 2012 12:00AM
16,20120826,0.391206,0.390016,Aug 26 2012 12:00AM
16,20120827,0.387913,0.388954,Aug 27 2012 12:00AM
16,20120828,0.387913,0.387913,Aug 28 2012 12:00AM
16,20120829,0.387913,0.389257,Aug 29 2012 12:00AM
16,20120830,0.387627,0.387312,Aug 30 2012 12:00AM
16,20120831,0.4,0.401284,Aug 31 2012 12:00AM
16,20120901,0.397456,0.395898,Sep  1 2012 12:00AM
16,20120902,0.399058,0.4,Sep  2 2012 12:00AM
16,20120903,0.408347,0.40783,Sep  3 2012 12:00AM
16,20120904,0.408347,0.408831,Sep  4 2012 12:00AM
16,20120905,0.408347,0.406835,Sep  5 2012 12:00AM
16,20120906,0.413959,0.414611,Sep  6 2012 12:00AM
16,20120907,0.404858,0.403388,Sep  7 2012 12:00AM
16,20120908,0.402528,0.403551,Sep  8 2012 12:00AM
16,20120909,0.400561,0.40016,Sep  9 2012 12:00AM
16,20120910,0.407332,0.409015,Sep 10 2012 12:00AM
16,20120911,0.407332,0.406355,Sep 11 2012 12:00AM
16,20120912,0.407332,0.408497,Sep 12 2012 12:00AM
16,20120913,0.414697,0.41307,Sep 13 2012 12:00AM
16,20120914,0.404204,0.404531,Sep 14 2012 12:00AM
16,20120915,0.40222,0.401784,Sep 15 2012 12:00AM
16,20120916,0.401719,0.402901,Sep 16 2012 12:00AM
16,20120917,0.399218,0.398422,Sep 17 2012 12:00AM
16,20120918,0.399218,0.4,Sep 18 2012 12:00AM
16,20120919,0.399218,0.399218,Sep 19 2012 12:00AM
16,20120920,0.406835,0.408347,Sep 20 2012 12:00AM
16,20120921,0.402253,0.401929,Sep 21 2012 12:00AM
16,20120922,0.403258,0.40373,Sep 22 2012 12:00AM
16,20120923,0.405696,0.405696,Sep 23 2012 12:00AM
16,20120924,0.406009,0.407017,Sep 24 2012 12:00AM
16,20120925,0.405844,0.405351,Sep 25 2012 12:00AM
16,20120926,0.405844,0.406835,Sep 26 2012 12:00AM
16,20120927,0.400368,0.4,Sep 27 2012 12:00AM
16,20120928,0.397156,0.398581,Sep 28 2012 12:00AM
16,20120929,0.401623,0.400802,Sep 29 2012 12:00AM
16,20120930,0.399648,0.40032,Sep 30 2012 12:00AM
16,20121001,0.396983,0.396197,Oct  1 2012 12:00AM
16,20121002,0.396983,0.398248,Oct  2 2012 12:00AM
16,20121003,0.396983,0.396055,Oct  3 2012 12:00AM
16,20121004,0.396825,0.398248,Oct  4 2012 12:00AM
16,20121005,0.391589,0.391558,Oct  5 2012 12:00AM
16,20121006,0.396558,0.398089,Oct  6 2012 12:00AM
16,20121007,0.395132,0.394182,Oct  7 2012 12:00AM
16,20121008,0.392619,0.393856,Oct  8 2012 12:00AM
16,20121009,0.392619,0.39185,Oct  9 2012 12:00AM
16,20121010,0.392619,0.392619,Oct 10 2012 12:00AM
16,20121011,0.390946,0.390335,Oct 11 2012 12:00AM
16,20121012,0.391007,0.391099,Oct 12 2012 12:00AM
16,20121013,0.39268,0.391558,Oct 13 2012 12:00AM
16,20121014,0.394945,0.396197,Oct 14 2012 12:00AM
16,20121015,0.389879,0.388954,Oct 15 2012 12:00AM
16,20121016,0.389879,0.390168,Oct 16 2012 12:00AM
16,20121017,0.389879,0.388954,Oct 17 2012 12:00AM
16,20121018,0.389469,0.390488,Oct 18 2012 12:00AM
16,20121019,0.390107,0.38912,Oct 19 2012 12:00AM
16,20121020,0.388078,0.388802,Oct 20 2012 12:00AM
16,20121021,0.387147,0.386997,Oct 21 2012 12:00AM
16,20121022,0.387147,0.387447,Oct 22 2012 12:00AM
16,20121023,0.387147,0.386115,Oct 23 2012 12:00AM
16,20121024,0.387147,0.387447,Oct 24 2012 12:00AM
16,20121025,0.383597,0.382409,Oct 25 2012 12:00AM
16,20121026,0.375672,0.376804,Oct 26 2012 12:00AM
16,20121027,0.375672,0.375108,Oct 27 2012 12:00AM
16,20121028,0.376364,0.37723,Oct 28 2012 12:00AM
16,20121029,0.372315,0.371333,Oct 29 2012 12:00AM
16,20121030,0.372315,0.373552,Oct 30 2012 12:00AM
16,20121031,0.372315,0.372024,Oct 31 2012 12:00AM
16,20121101,0.375108,0.376237,Nov  1 2012 12:00AM
16,20121102,0.375108,0.374251,Nov  2 2012 12:00AM
16,20121103,0.359337,0.359971,Nov  3 2012 12:00AM
16,20121104,0.357424,0.357398,Nov  4 2012 12:00AM
16,20121105,0.350361,0.350508,Nov  5 2012 12:00AM
16,20121106,0.350361,0.349773,Nov  6 2012 12:00AM
16,20121107,0.350361,0.350643,Nov  7 2012 12:00AM
16,20121108,0.350361,0.349406,Nov  8 2012 12:00AM
16,20121109,0.360737,0.361664,Nov  9 2012 12:00AM
16,20121110,0.356138,0.355999,Nov 10 2012 12:00AM
16,20121111,0.354007,0.355252,Nov 11 2012 12:00AM
16,20121112,0.361912,0.361664,Nov 12 2012 12:00AM
16,20121113,0.361912,0.363108,Nov 13 2012 12:00AM
16,20121114,0.361912,0.361808,Nov 14 2012 12:00AM
16,20121115,0.36249,0.362713,Nov 15 2012 12:00AM
16,20121116,0.362083,0.361415,Nov 16 2012 12:00AM
16,20121117,0.362083,0.363385,Nov 17 2012 12:00AM
16,20121118,0.362083,0.361415,Nov 18 2012 12:00AM
16,20121119,0.352734,0.352858,Nov 19 2012 12:00AM
16,20121120,0.352734,0.352125,Nov 20 2012 12:00AM
16,20121121,0.352734,0.353357,Nov 21 2012 12:00AM
16,20121122,0.349773,0.349284,Nov 22 2012 12:00AM
16,20121123,0.349711,0.350152,Nov 23 2012 12:00AM
16,20121124,0.348845,0.347826,Nov 24 2012 12:00AM
16,20121125,0.349822,0.350152,Nov 25 2012 12:00AM
16,20121126,0.348687,0.348554,Nov 26 2012 12:00AM
16,20121127,0.348687,0.349663,Nov 27 2012 12:00AM
16,20121128,0.348687,0.348202,Nov 28 2012 12:00AM
16,20121129,0.34859,0.348918,Nov 29 2012 12:00AM
16,20121130,0.349895,0.348797,Nov 30 2012 12:00AM
16,20121201,0.356621,0.357667,Dec  1 2012 12:00AM
16,20121202,0.356405,0.355872,Dec  2 2012 12:00AM
16,20121203,0.351111,0.35163,Dec  3 2012 12:00AM
16,20121204,0.351111,0.350385,Dec  4 2012 12:00AM
16,20121205,0.351111,0.351494,Dec  5 2012 12:00AM
16,20121206,0.354095,0.353857,Dec  6 2012 12:00AM
16,20121207,0.356532,0.356888,Dec  7 2012 12:00AM
16,20121208,0.354459,0.354359,Dec  8 2012 12:00AM
16,20121209,0.350643,0.351741,Dec  9 2012 12:00AM
16,20121210,0.356316,0.355252,Dec 10 2012 12:00AM
16,20121211,0.356316,0.356888,Dec 11 2012 12:00AM
16,20121212,0.356316,0.355999,Dec 12 2012 12:00AM
16,20121213,0.353357,0.35412,Dec 13 2012 12:00AM
16,20121214,0.354195,0.353619,Dec 14 2012 12:00AM
16,20121215,0.355492,0.355758,Dec 15 2012 12:00AM
16,20121216,0.359945,0.359066,Dec 16 2012 12:00AM
16,20121217,0.362253,0.36299,Dec 17 2012 12:00AM
16,20121218,0.362253,0.361808,Dec 18 2012 12:00AM
16,20121219,0.362253,0.362332,Dec 19 2012 12:00AM
16,20121220,0.366206,0.365497,Dec 20 2012 12:00AM
16,20121221,0.372703,0.373552,Dec 21 2012 12:00AM
16,20121222,0.370398,0.37037,Dec 22 2012 12:00AM
16,20121223,0.378372,0.378946,Dec 23 2012 12:00AM
16,20121224,0.380243,0.378788,Dec 24 2012 12:00AM
16,20121225,0.380243,0.380373,Dec 25 2012 12:00AM
16,20121226,0.355657,0.354484,Dec 26 2012 12:00AM
16,20121227,0.378817,0.380098,Dec 27 2012 12:00AM
16,20121228,0.380938,0.379521,Dec 28 2012 12:00AM
16,20121229,0.381286,0.381825,Dec 29 2012 12:00AM
16,20121230,0.379636,0.379089,Dec 30 2012 12:00AM
16,20121231,0.379147,0.380373,Dec 31 2012 12:00AM
16,20130101,0.379147,0.378515,Jan  1 2013 12:00AM
16,20130102,0.379147,0.379795,Jan  2 2013 12:00AM
16,20130103,0.395726,0.394649,Jan  3 2013 12:00AM
16,20130104,0.382263,0.382409,Jan  4 2013 12:00AM
16,20130105,0.378315,0.3778,Jan  5 2013 12:00AM
16,20130106,0.380764,0.380822,Jan  6 2013 12:00AM
16,20130107,0.382878,0.382117,Jan  7 2013 12:00AM
16,20130108,0.382878,0.382995,Jan  8 2013 12:00AM
16,20130109,0.382878,0.382848,Jan  9 2013 12:00AM
16,20130110,0.387312,0.388048,Jan 10 2013 12:00AM
16,20130111,0.392034,0.390778,Jan 11 2013 12:00AM
16,20130112,0.388169,0.388954,Jan 12 2013 12:00AM
16,20130113,0.385327,0.383877,Jan 13 2013 12:00AM
16,20130114,0.381811,0.381825,Jan 14 2013 12:00AM
16,20130115,0.381811,0.381679,Jan 15 2013 12:00AM
16,20130116,0.381811,0.382702,Jan 16 2013 12:00AM
16,20130117,0.387852,0.386399,Jan 17 2013 12:00AM
16,20130118,0.396825,0.397456,Jan 18 2013 12:00AM
16,20130119,0.399329,0.399218,Jan 19 2013 12:00AM
16,20130120,0.392943,0.394322,Jan 20 2013 12:00AM
16,20130121,0.399313,0.398422,Jan 21 2013 12:00AM
16,20130122,0.399313,0.40032,Jan 22 2013 12:00AM
16,20130123,0.399313,0.398089,Jan 23 2013 12:00AM
16,20130124,0.405976,0.406355,Jan 24 2013 12:00AM
16,20130125,0.414147,0.413565,Jan 25 2013 12:00AM
16,20130126,0.410678,0.411353,Jan 26 2013 12:00AM
16,20130127,0.405104,0.403551,Jan 27 2013 12:00AM
16,20130128,0.403047,0.403551,Jan 28 2013 12:00AM
16,20130129,0.403047,0.402431,Jan 29 2013 12:00AM
16,20130130,0.403047,0.404204,Jan 30 2013 12:00AM
16,20130131,0.405071,0.40373,Jan 31 2013 12:00AM
16,20130201,0.410425,0.411709,Feb  1 2013 12:00AM
16,20130202,0.417449,0.41684,Feb  2 2013 12:00AM
16,20130203,0.412848,0.414079,Feb  3 2013 12:00AM
16,20130204,0.414697,0.41425,Feb  4 2013 12:00AM
16,20130205,0.414697,0.415455,Feb  5 2013 12:00AM
16,20130206,0.414697,0.413924,Feb  6 2013 12:00AM
16,20130207,0.414697,0.415628,Feb  7 2013 12:00AM
16,20130208,0.414697,0.413924,Feb  8 2013 12:00AM
16,20130209,0.414697,0.415818,Feb  9 2013 12:00AM
16,20130210,0.41632,0.416146,Feb 10 2013 12:00AM
16,20130211,0.415593,0.41632,Feb 11 2013 12:00AM
16,20130212,0.415593,0.4153,Feb 12 2013 12:00AM
16,20130213,0.415593,0.41684,Feb 13 2013 12:00AM
