SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
360,20120321,14265,3,Clothing,24,Tights,Mar 21 2012 12:00AM
361,20120321,14265,4,Accessories,26,Bike Racks,Mar 21 2012 12:00AM
362,20120415,14278,3,Clothing,19,Caps,Apr 15 2012 12:00AM
363,20120415,14278,4,Accessories,36,Pumps,Apr 15 2012 12:00AM
364,20120314,14300,4,Accessories,34,Locks,Mar 14 2012 12:00AM
365,20120407,14304,4,Accessories,27,Bike Stands,Apr  7 2012 12:00AM
366,20120229,14316,3,Clothing,18,Bib-Shorts,Feb 29 2012 12:00AM
367,20120422,14322,3,Clothing,19,Caps,Apr 22 2012 12:00AM
368,20120416,14325,4,Accessories,28,Bottles and Cages,Apr 16 2012 12:00AM
369,20120327,14332,4,Accessories,33,Lights,Mar 27 2012 12:00AM
370,20120420,14346,4,Accessories,35,Panniers,Apr 20 2012 12:00AM
371,20120326,14370,4,Accessories,37,Tires and Tubes,Mar 26 2012 12:00AM
372,20120324,14496,4,Accessories,31,Helmets,Mar 24 2012 12:00AM
373,20120425,14525,3,Clothing,22,Shorts,Apr 25 2012 12:00AM
374,20120425,14525,4,Accessories,26,Bike Racks,Apr 25 2012 12:00AM
375,20120425,14525,4,Accessories,36,Pumps,Apr 25 2012 12:00AM
376,20120404,14544,3,Clothing,18,Bib-Shorts,Apr  4 2012 12:00AM
377,20120416,14546,4,Accessories,28,Bottles and Cages,Apr 16 2012 12:00AM
378,20120416,14546,4,Accessories,29,Cleaners,Apr 16 2012 12:00AM
379,20120402,14597,3,Clothing,19,Caps,Apr  2 2012 12:00AM
380,20120419,14626,4,Accessories,35,Panniers,Apr 19 2012 12:00AM
381,20120419,14626,4,Accessories,36,Pumps,Apr 19 2012 12:00AM
382,20120423,14640,3,Clothing,22,Shorts,Apr 23 2012 12:00AM
383,20120324,14667,3,Clothing,22,Shorts,Mar 24 2012 12:00AM
384,20120324,14667,4,Accessories,33,Lights,Mar 24 2012 12:00AM
385,20120331,14670,4,Accessories,27,Bike Stands,Mar 31 2012 12:00AM
386,20120302,14679,3,Clothing,22,Shorts,Mar  2 2012 12:00AM
387,20120302,14679,4,Accessories,31,Helmets,Mar  2 2012 12:00AM
388,20120304,14683,4,Accessories,31,Helmets,Mar  4 2012 12:00AM
389,20120405,14684,3,Clothing,25,Vests,Apr  5 2012 12:00AM
390,20120416,14695,3,Clothing,18,Bib-Shorts,Apr 16 2012 12:00AM
391,20120318,14700,3,Clothing,21,Jerseys,Mar 18 2012 12:00AM
392,20120318,14700,4,Accessories,31,Helmets,Mar 18 2012 12:00AM
393,20120329,14723,4,Accessories,28,Bottles and Cages,Mar 29 2012 12:00AM
394,20120306,14767,4,Accessories,30,Fenders,Mar  6 2012 12:00AM
395,20120317,14811,3,Clothing,18,Bib-Shorts,Mar 17 2012 12:00AM
396,20120310,14812,4,Accessories,30,Fenders,Mar 10 2012 12:00AM
397,20120328,14839,3,Clothing,21,Jerseys,Mar 28 2012 12:00AM
398,20120405,14854,3,Clothing,20,Gloves,Apr  5 2012 12:00AM
399,20120309,14857,4,Accessories,33,Lights,Mar  9 2012 12:00AM
400,20120409,14858,4,Accessories,29,Cleaners,Apr  9 2012 12:00AM
401,20120415,14877,4,Accessories,28,Bottles and Cages,Apr 15 2012 12:00AM
402,20120415,14877,4,Accessories,29,Cleaners,Apr 15 2012 12:00AM
403,20120315,14964,3,Clothing,21,Jerseys,Mar 15 2012 12:00AM
404,20120315,14964,3,Clothing,22,Shorts,Mar 15 2012 12:00AM
405,20120315,14964,3,Clothing,25,Vests,Mar 15 2012 12:00AM
406,20120306,14982,3,Clothing,24,Tights,Mar  6 2012 12:00AM
407,20120306,14982,4,Accessories,33,Lights,Mar  6 2012 12:00AM
408,20120306,14982,4,Accessories,37,Tires and Tubes,Mar  6 2012 12:00AM
409,20120406,14990,3,Clothing,24,Tights,Apr  6 2012 12:00AM
410,20120406,14990,4,Accessories,29,Cleaners,Apr  6 2012 12:00AM
411,20120417,14999,3,Clothing,18,Bib-Shorts,Apr 17 2012 12:00AM
412,20120417,14999,3,Clothing,23,Socks,Apr 17 2012 12:00AM
413,20120417,14999,3,Clothing,24,Tights,Apr 17 2012 12:00AM
414,20120330,15019,3,Clothing,20,Gloves,Mar 30 2012 12:00AM
415,20120330,15019,3,Clothing,22,Shorts,Mar 30 2012 12:00AM
416,20120324,15021,4,Accessories,36,Pumps,Mar 24 2012 12:00AM
417,20120325,15030,3,Clothing,21,Jerseys,Mar 25 2012 12:00AM
418,20120313,15038,3,Clothing,24,Tights,Mar 13 2012 12:00AM
419,20120313,15038,4,Accessories,30,Fenders,Mar 13 2012 12:00AM
420,20120320,15042,3,Clothing,21,Jerseys,Mar 20 2012 12:00AM
421,20120320,15042,3,Clothing,24,Tights,Mar 20 2012 12:00AM
422,20120320,15042,4,Accessories,29,Cleaners,Mar 20 2012 12:00AM
423,20120419,15043,4,Accessories,26,Bike Racks,Apr 19 2012 12:00AM
424,20120331,15044,4,Accessories,37,Tires and Tubes,Mar 31 2012 12:00AM
425,20120317,15078,3,Clothing,21,Jerseys,Mar 17 2012 12:00AM
426,20120307,15120,4,Accessories,29,Cleaners,Mar  7 2012 12:00AM
427,20120307,15120,4,Accessories,32,Hydration Packs,Mar  7 2012 12:00AM
428,20120330,15124,3,Clothing,20,Gloves,Mar 30 2012 12:00AM
429,20120423,15127,4,Accessories,33,Lights,Apr 23 2012 12:00AM
430,20120303,15139,3,Clothing,21,Jerseys,Mar  3 2012 12:00AM
431,20120303,15139,4,Accessories,26,Bike Racks,Mar  3 2012 12:00AM
432,20120303,15139,4,Accessories,30,Fenders,Mar  3 2012 12:00AM
433,20120330,15145,4,Accessories,35,Panniers,Mar 30 2012 12:00AM
434,20120305,15153,3,Clothing,18,Bib-Shorts,Mar  5 2012 12:00AM
435,20120305,15153,3,Clothing,22,Shorts,Mar  5 2012 12:00AM
436,20120305,15153,4,Accessories,26,Bike Racks,Mar  5 2012 12:00AM
437,20120305,15153,4,Accessories,36,Pumps,Mar  5 2012 12:00AM
438,20120331,15157,3,Clothing,23,Socks,Mar 31 2012 12:00AM
439,20120418,15186,3,Clothing,24,Tights,Apr 18 2012 12:00AM
440,20120404,15187,4,Accessories,30,Fenders,Apr  4 2012 12:00AM
441,20120404,15187,4,Accessories,36,Pumps,Apr  4 2012 12:00AM
442,20120303,15192,3,Clothing,24,Tights,Mar  3 2012 12:00AM
443,20120321,15211,3,Clothing,19,Caps,Mar 21 2012 12:00AM
444,20120329,15212,3,Clothing,18,Bib-Shorts,Mar 29 2012 12:00AM
445,20120309,15215,4,Accessories,26,Bike Racks,Mar  9 2012 12:00AM
446,20120309,15215,4,Accessories,35,Panniers,Mar  9 2012 12:00AM
447,20120309,15215,4,Accessories,36,Pumps,Mar  9 2012 12:00AM
448,20120315,15217,4,Accessories,28,Bottles and Cages,Mar 15 2012 12:00AM
449,20120315,15217,4,Accessories,29,Cleaners,Mar 15 2012 12:00AM
450,20120307,15222,3,Clothing,19,Caps,Mar  7 2012 12:00AM
451,20120307,15222,3,Clothing,21,Jerseys,Mar  7 2012 12:00AM
452,20120307,15222,4,Accessories,31,Helmets,Mar  7 2012 12:00AM
453,20120418,15226,3,Clothing,23,Socks,Apr 18 2012 12:00AM
454,20120328,15229,4,Accessories,32,Hydration Packs,Mar 28 2012 12:00AM
455,20120229,15238,4,Accessories,29,Cleaners,Feb 29 2012 12:00AM
456,20120313,15241,3,Clothing,20,Gloves,Mar 13 2012 12:00AM
457,20120313,15241,3,Clothing,22,Shorts,Mar 13 2012 12:00AM
458,20120415,15253,3,Clothing,20,Gloves,Apr 15 2012 12:00AM
459,20120418,15262,3,Clothing,23,Socks,Apr 18 2012 12:00AM
460,20120418,15262,4,Accessories,33,Lights,Apr 18 2012 12:00AM
461,20120416,15340,3,Clothing,19,Caps,Apr 16 2012 12:00AM
462,20120310,15362,4,Accessories,31,Helmets,Mar 10 2012 12:00AM
463,20120302,15434,3,Clothing,19,Caps,Mar  2 2012 12:00AM
464,20120302,15434,3,Clothing,25,Vests,Mar  2 2012 12:00AM
465,20120321,15436,3,Clothing,21,Jerseys,Mar 21 2012 12:00AM
466,20120310,15453,3,Clothing,22,Shorts,Mar 10 2012 12:00AM
467,20120310,15453,4,Accessories,31,Helmets,Mar 10 2012 12:00AM
468,20120422,15455,4,Accessories,27,Bike Stands,Apr 22 2012 12:00AM
469,20120315,15461,4,Accessories,28,Bottles and Cages,Mar 15 2012 12:00AM
470,20120403,15465,3,Clothing,19,Caps,Apr  3 2012 12:00AM
471,20120403,15465,3,Clothing,25,Vests,Apr  3 2012 12:00AM
472,20120419,15488,3,Clothing,23,Socks,Apr 19 2012 12:00AM
473,20120313,15572,3,Clothing,25,Vests,Mar 13 2012 12:00AM
474,20120313,15572,4,Accessories,37,Tires and Tubes,Mar 13 2012 12:00AM
475,20120414,15576,3,Clothing,24,Tights,Apr 14 2012 12:00AM
476,20120414,15576,4,Accessories,30,Fenders,Apr 14 2012 12:00AM
477,20120328,15578,3,Clothing,25,Vests,Mar 28 2012 12:00AM
478,20120303,15590,4,Accessories,34,Locks,Mar  3 2012 12:00AM
479,20120303,15591,4,Accessories,27,Bike Stands,Mar  3 2012 12:00AM
480,20120303,15591,4,Accessories,28,Bottles and Cages,Mar  3 2012 12:00AM
481,20120403,15597,3,Clothing,23,Socks,Apr  3 2012 12:00AM
482,20120403,15597,4,Accessories,34,Locks,Apr  3 2012 12:00AM
483,20120322,15602,4,Accessories,31,Helmets,Mar 22 2012 12:00AM
484,20120404,15614,3,Clothing,19,Caps,Apr  4 2012 12:00AM
485,20120324,15635,4,Accessories,26,Bike Racks,Mar 24 2012 12:00AM
486,20120324,15635,4,Accessories,29,Cleaners,Mar 24 2012 12:00AM
487,20120406,15644,3,Clothing,25,Vests,Apr  6 2012 12:00AM
488,20120304,15648,4,Accessories,31,Helmets,Mar  4 2012 12:00AM
489,20120304,15679,3,Clothing,23,Socks,Mar  4 2012 12:00AM
490,20120309,15681,3,Clothing,21,Jerseys,Mar  9 2012 12:00AM
491,20120309,15681,4,Accessories,27,Bike Stands,Mar  9 2012 12:00AM
492,20120401,15683,3,Clothing,24,Tights,Apr  1 2012 12:00AM
493,20120401,15683,4,Accessories,33,Lights,Apr  1 2012 12:00AM
494,20120328,15689,3,Clothing,24,Tights,Mar 28 2012 12:00AM
495,20120328,15689,4,Accessories,33,Lights,Mar 28 2012 12:00AM
496,20120412,15692,4,Accessories,29,Cleaners,Apr 12 2012 12:00AM
497,20120318,15730,3,Clothing,23,Socks,Mar 18 2012 12:00AM
498,20120318,15730,3,Clothing,24,Tights,Mar 18 2012 12:00AM
499,20120318,15730,4,Accessories,36,Pumps,Mar 18 2012 12:00AM
500,20120413,15748,3,Clothing,22,Shorts,Apr 13 2012 12:00AM
501,20120322,15756,3,Clothing,22,Shorts,Mar 22 2012 12:00AM
502,20120419,15757,3,Clothing,18,Bib-Shorts,Apr 19 2012 12:00AM
503,20120324,15758,4,Accessories,30,Fenders,Mar 24 2012 12:00AM
504,20120302,15760,3,Clothing,19,Caps,Mar  2 2012 12:00AM
505,20120326,15767,3,Clothing,22,Shorts,Mar 26 2012 12:00AM
506,20120326,15767,3,Clothing,23,Socks,Mar 26 2012 12:00AM
507,20120326,15767,4,Accessories,30,Fenders,Mar 26 2012 12:00AM
508,20120309,15786,4,Accessories,29,Cleaners,Mar  9 2012 12:00AM
509,20120305,15788,3,Clothing,23,Socks,Mar  5 2012 12:00AM
510,20120305,15788,4,Accessories,35,Panniers,Mar  5 2012 12:00AM
511,20120312,15793,3,Clothing,22,Shorts,Mar 12 2012 12:00AM
512,20120312,15793,3,Clothing,24,Tights,Mar 12 2012 12:00AM
513,20120312,15793,3,Clothing,25,Vests,Mar 12 2012 12:00AM
514,20120312,15793,4,Accessories,27,Bike Stands,Mar 12 2012 12:00AM
515,20120402,15800,4,Accessories,33,Lights,Apr  2 2012 12:00AM
516,20120311,15803,3,Clothing,25,Vests,Mar 11 2012 12:00AM
517,20120330,15815,4,Accessories,31,Helmets,Mar 30 2012 12:00AM
518,20120402,15829,4,Accessories,26,Bike Racks,Apr  2 2012 12:00AM
519,20120417,15832,3,Clothing,25,Vests,Apr 17 2012 12:00AM
520,20120305,15856,3,Clothing,24,Tights,Mar  5 2012 12:00AM
521,20120325,15866,3,Clothing,25,Vests,Mar 25 2012 12:00AM
522,20120325,15866,4,Accessories,29,Cleaners,Mar 25 2012 12:00AM
523,20120407,16020,3,Clothing,18,Bib-Shorts,Apr  7 2012 12:00AM
524,20120422,16021,3,Clothing,21,Jerseys,Apr 22 2012 12:00AM
525,20120305,16032,3,Clothing,18,Bib-Shorts,Mar  5 2012 12:00AM
526,20120305,16032,3,Clothing,24,Tights,Mar  5 2012 12:00AM
527,20120305,16032,4,Accessories,26,Bike Racks,Mar  5 2012 12:00AM
528,20120305,16032,4,Accessories,28,Bottles and Cages,Mar  5 2012 12:00AM
529,20120305,16032,4,Accessories,32,Hydration Packs,Mar  5 2012 12:00AM
530,20120414,16083,3,Clothing,24,Tights,Apr 14 2012 12:00AM
531,20120414,16083,4,Accessories,32,Hydration Packs,Apr 14 2012 12:00AM
532,20120404,16096,4,Accessories,31,Helmets,Apr  4 2012 12:00AM
533,20120422,16109,4,Accessories,30,Fenders,Apr 22 2012 12:00AM
534,20120424,16128,4,Accessories,31,Helmets,Apr 24 2012 12:00AM
535,20120424,16128,4,Accessories,34,Locks,Apr 24 2012 12:00AM
536,20120327,16159,3,Clothing,22,Shorts,Mar 27 2012 12:00AM
537,20120306,16168,4,Accessories,27,Bike Stands,Mar  6 2012 12:00AM
538,20120306,16168,4,Accessories,29,Cleaners,Mar  6 2012 12:00AM
539,20120330,16176,3,Clothing,25,Vests,Mar 30 2012 12:00AM
540,20120315,16179,3,Clothing,21,Jerseys,Mar 15 2012 12:00AM
541,20120311,16180,3,Clothing,25,Vests,Mar 11 2012 12:00AM
542,20120311,16180,4,Accessories,28,Bottles and Cages,Mar 11 2012 12:00AM
543,20120311,16180,4,Accessories,35,Panniers,Mar 11 2012 12:00AM
544,20120405,16213,3,Clothing,21,Jerseys,Apr  5 2012 12:00AM
545,20120308,16251,4,Accessories,29,Cleaners,Mar  8 2012 12:00AM
546,20120308,16251,4,Accessories,34,Locks,Mar  8 2012 12:00AM
547,20120418,16260,4,Accessories,31,Helmets,Apr 18 2012 12:00AM
548,20120418,16260,4,Accessories,35,Panniers,Apr 18 2012 12:00AM
549,20120324,16276,4,Accessories,37,Tires and Tubes,Mar 24 2012 12:00AM
550,20120415,16293,4,Accessories,29,Cleaners,Apr 15 2012 12:00AM
551,20120415,16293,4,Accessories,37,Tires and Tubes,Apr 15 2012 12:00AM
552,20120329,16339,4,Accessories,37,Tires and Tubes,Mar 29 2012 12:00AM
553,20120416,16346,3,Clothing,22,Shorts,Apr 16 2012 12:00AM
554,20120416,16346,4,Accessories,28,Bottles and Cages,Apr 16 2012 12:00AM
555,20120427,16352,4,Accessories,34,Locks,Apr 27 2012 12:00AM
556,20120403,16402,3,Clothing,24,Tights,Apr  3 2012 12:00AM
557,20120403,16402,4,Accessories,37,Tires and Tubes,Apr  3 2012 12:00AM
558,20120418,16406,3,Clothing,19,Caps,Apr 18 2012 12:00AM
559,20120418,16406,4,Accessories,28,Bottles and Cages,Apr 18 2012 12:00AM
560,20120319,16435,4,Accessories,33,Lights,Mar 19 2012 12:00AM
561,20120308,16457,4,Accessories,32,Hydration Packs,Mar  8 2012 12:00AM
562,20120308,16457,4,Accessories,35,Panniers,Mar  8 2012 12:00AM
563,20120401,16481,4,Accessories,31,Helmets,Apr  1 2012 12:00AM
564,20120401,16481,4,Accessories,33,Lights,Apr  1 2012 12:00AM
565,20120420,16483,3,Clothing,20,Gloves,Apr 20 2012 12:00AM
566,20120420,16483,3,Clothing,21,Jerseys,Apr 20 2012 12:00AM
567,20120420,16483,3,Clothing,22,Shorts,Apr 20 2012 12:00AM
568,20120405,16491,4,Accessories,30,Fenders,Apr  5 2012 12:00AM
569,20120405,16491,4,Accessories,32,Hydration Packs,Apr  5 2012 12:00AM
570,20120405,16491,4,Accessories,37,Tires and Tubes,Apr  5 2012 12:00AM
571,20120402,16525,4,Accessories,32,Hydration Packs,Apr  2 2012 12:00AM
572,20120319,16527,4,Accessories,28,Bottles and Cages,Mar 19 2012 12:00AM
573,20120319,16527,4,Accessories,30,Fenders,Mar 19 2012 12:00AM
574,20120319,16527,4,Accessories,36,Pumps,Mar 19 2012 12:00AM
575,20120315,16529,4,Accessories,35,Panniers,Mar 15 2012 12:00AM
576,20120418,16551,3,Clothing,18,Bib-Shorts,Apr 18 2012 12:00AM
577,20120229,16553,3,Clothing,18,Bib-Shorts,Feb 29 2012 12:00AM
578,20120229,16553,4,Accessories,27,Bike Stands,Feb 29 2012 12:00AM
579,20120422,16562,3,Clothing,25,Vests,Apr 22 2012 12:00AM
580,20120420,16563,3,Clothing,19,Caps,Apr 20 2012 12:00AM
581,20120420,16571,3,Clothing,20,Gloves,Apr 20 2012 12:00AM
582,20120329,16601,3,Clothing,21,Jerseys,Mar 29 2012 12:00AM
583,20120329,16601,4,Accessories,29,Cleaners,Mar 29 2012 12:00AM
584,20120306,16610,3,Clothing,23,Socks,Mar  6 2012 12:00AM
585,20120306,16610,4,Accessories,29,Cleaners,Mar  6 2012 12:00AM
586,20120422,16632,4,Accessories,33,Lights,Apr 22 2012 12:00AM
587,20120402,16635,3,Clothing,25,Vests,Apr  2 2012 12:00AM
588,20120402,16635,4,Accessories,30,Fenders,Apr  2 2012 12:00AM
589,20120427,16636,4,Accessories,29,Cleaners,Apr 27 2012 12:00AM
590,20120427,16636,4,Accessories,31,Helmets,Apr 27 2012 12:00AM
591,20120323,16640,3,Clothing,23,Socks,Mar 23 2012 12:00AM
592,20120322,16660,4,Accessories,30,Fenders,Mar 22 2012 12:00AM
593,20120302,16663,3,Clothing,21,Jerseys,Mar  2 2012 12:00AM
594,20120413,16679,4,Accessories,33,Lights,Apr 13 2012 12:00AM
595,20120413,16680,3,Clothing,20,Gloves,Apr 13 2012 12:00AM
596,20120413,16680,4,Accessories,31,Helmets,Apr 13 2012 12:00AM
597,20120424,16682,3,Clothing,18,Bib-Shorts,Apr 24 2012 12:00AM
598,20120424,16682,4,Accessories,37,Tires and Tubes,Apr 24 2012 12:00AM
599,20120303,16689,3,Clothing,20,Gloves,Mar  3 2012 12:00AM
600,20120303,16689,4,Accessories,32,Hydration Packs,Mar  3 2012 12:00AM
601,20120303,16689,4,Accessories,34,Locks,Mar  3 2012 12:00AM
602,20120312,16692,4,Accessories,32,Hydration Packs,Mar 12 2012 12:00AM
603,20120312,16692,4,Accessories,33,Lights,Mar 12 2012 12:00AM
604,20120306,16699,4,Accessories,27,Bike Stands,Mar  6 2012 12:00AM
605,20120306,16699,4,Accessories,29,Cleaners,Mar  6 2012 12:00AM
606,20120330,16704,4,Accessories,29,Cleaners,Mar 30 2012 12:00AM
607,20120414,16705,4,Accessories,31,Helmets,Apr 14 2012 12:00AM
608,20120414,16705,4,Accessories,34,Locks,Apr 14 2012 12:00AM
609,20120320,16706,3,Clothing,25,Vests,Mar 20 2012 12:00AM
610,20120317,16710,4,Accessories,26,Bike Racks,Mar 17 2012 12:00AM
611,20120317,16710,4,Accessories,37,Tires and Tubes,Mar 17 2012 12:00AM
612,20120407,16712,3,Clothing,20,Gloves,Apr  7 2012 12:00AM
613,20120407,16712,3,Clothing,25,Vests,Apr  7 2012 12:00AM
614,20120407,16712,4,Accessories,35,Panniers,Apr  7 2012 12:00AM
615,20120308,16717,4,Accessories,31,Helmets,Mar  8 2012 12:00AM
616,20120308,16717,4,Accessories,37,Tires and Tubes,Mar  8 2012 12:00AM
617,20120229,16743,3,Clothing,21,Jerseys,Feb 29 2012 12:00AM
618,20120229,16743,3,Clothing,23,Socks,Feb 29 2012 12:00AM
619,20120229,16743,4,Accessories,27,Bike Stands,Feb 29 2012 12:00AM
620,20120229,16743,4,Accessories,36,Pumps,Feb 29 2012 12:00AM
621,20120406,16745,3,Clothing,22,Shorts,Apr  6 2012 12:00AM
622,20120405,16754,3,Clothing,21,Jerseys,Apr  5 2012 12:00AM
623,20120405,16754,4,Accessories,37,Tires and Tubes,Apr  5 2012 12:00AM
624,20120407,16828,3,Clothing,20,Gloves,Apr  7 2012 12:00AM
625,20120407,16828,4,Accessories,34,Locks,Apr  7 2012 12:00AM
626,20120403,16837,3,Clothing,18,Bib-Shorts,Apr  3 2012 12:00AM
627,20120403,16837,3,Clothing,19,Caps,Apr  3 2012 12:00AM
628,20120319,16873,3,Clothing,19,Caps,Mar 19 2012 12:00AM
629,20120319,16873,4,Accessories,34,Locks,Mar 19 2012 12:00AM
630,20120419,16876,3,Clothing,24,Tights,Apr 19 2012 12:00AM
631,20120412,16902,3,Clothing,20,Gloves,Apr 12 2012 12:00AM
632,20120412,16902,4,Accessories,30,Fenders,Apr 12 2012 12:00AM
633,20120412,16902,4,Accessories,34,Locks,Apr 12 2012 12:00AM
634,20120426,16921,4,Accessories,32,Hydration Packs,Apr 26 2012 12:00AM
635,20120420,16928,4,Accessories,30,Fenders,Apr 20 2012 12:00AM
636,20120423,16938,3,Clothing,20,Gloves,Apr 23 2012 12:00AM
637,20120423,16938,4,Accessories,29,Cleaners,Apr 23 2012 12:00AM
638,20120302,16945,4,Accessories,27,Bike Stands,Mar  2 2012 12:00AM
639,20120302,16945,4,Accessories,28,Bottles and Cages,Mar  2 2012 12:00AM
640,20120302,16945,4,Accessories,32,Hydration Packs,Mar  2 2012 12:00AM
641,20120308,16964,4,Accessories,26,Bike Racks,Mar  8 2012 12:00AM
642,20120308,16964,4,Accessories,31,Helmets,Mar  8 2012 12:00AM
643,20120412,16995,3,Clothing,18,Bib-Shorts,Apr 12 2012 12:00AM
644,20120412,16995,4,Accessories,30,Fenders,Apr 12 2012 12:00AM
645,20120423,17045,4,Accessories,30,Fenders,Apr 23 2012 12:00AM
646,20120423,17045,4,Accessories,37,Tires and Tubes,Apr 23 2012 12:00AM
647,20120424,17048,3,Clothing,21,Jerseys,Apr 24 2012 12:00AM
648,20120405,17050,3,Clothing,24,Tights,Apr  5 2012 12:00AM
649,20120405,17050,4,Accessories,30,Fenders,Apr  5 2012 12:00AM
650,20120405,17050,4,Accessories,31,Helmets,Apr  5 2012 12:00AM
651,20120410,17053,3,Clothing,21,Jerseys,Apr 10 2012 12:00AM
652,20120410,17053,3,Clothing,24,Tights,Apr 10 2012 12:00AM
653,20120410,17053,4,Accessories,28,Bottles and Cages,Apr 10 2012 12:00AM
654,20120410,17053,4,Accessories,31,Helmets,Apr 10 2012 12:00AM
655,20120305,17055,4,Accessories,35,Panniers,Mar  5 2012 12:00AM
656,20120406,17062,3,Clothing,23,Socks,Apr  6 2012 12:00AM
657,20120424,17075,4,Accessories,37,Tires and Tubes,Apr 24 2012 12:00AM
658,20120323,17077,4,Accessories,33,Lights,Mar 23 2012 12:00AM
659,20120311,17078,4,Accessories,37,Tires and Tubes,Mar 11 2012 12:00AM
660,20120410,17112,3,Clothing,20,Gloves,Apr 10 2012 12:00AM
661,20120410,17112,4,Accessories,36,Pumps,Apr 10 2012 12:00AM
662,20120304,17115,3,Clothing,18,Bib-Shorts,Mar  4 2012 12:00AM
663,20120304,17115,3,Clothing,22,Shorts,Mar  4 2012 12:00AM
664,20120304,17115,4,Accessories,29,Cleaners,Mar  4 2012 12:00AM
665,20120301,17119,3,Clothing,23,Socks,Mar  1 2012 12:00AM
666,20120301,17119,4,Accessories,34,Locks,Mar  1 2012 12:00AM
667,20120305,17203,3,Clothing,22,Shorts,Mar  5 2012 12:00AM
668,20120305,17203,4,Accessories,29,Cleaners,Mar  5 2012 12:00AM
669,20120410,17216,3,Clothing,18,Bib-Shorts,Apr 10 2012 12:00AM
670,20120416,17227,3,Clothing,24,Tights,Apr 16 2012 12:00AM
671,20120416,17227,3,Clothing,25,Vests,Apr 16 2012 12:00AM
672,20120416,17227,4,Accessories,35,Panniers,Apr 16 2012 12:00AM
673,20120301,17231,4,Accessories,32,Hydration Packs,Mar  1 2012 12:00AM
674,20120309,17235,4,Accessories,36,Pumps,Mar  9 2012 12:00AM
675,20120309,17235,4,Accessories,37,Tires and Tubes,Mar  9 2012 12:00AM
676,20120405,17238,4,Accessories,28,Bottles and Cages,Apr  5 2012 12:00AM
677,20120405,17238,4,Accessories,34,Locks,Apr  5 2012 12:00AM
678,20120313,17242,3,Clothing,24,Tights,Mar 13 2012 12:00AM
679,20120319,17246,3,Clothing,19,Caps,Mar 19 2012 12:00AM
680,20120319,17246,4,Accessories,27,Bike Stands,Mar 19 2012 12:00AM
681,20120319,17246,4,Accessories,34,Locks,Mar 19 2012 12:00AM
682,20120416,17251,4,Accessories,28,Bottles and Cages,Apr 16 2012 12:00AM
683,20120414,17258,4,Accessories,26,Bike Racks,Apr 14 2012 12:00AM
684,20120414,17258,4,Accessories,29,Cleaners,Apr 14 2012 12:00AM
685,20120414,17263,4,Accessories,31,Helmets,Apr 14 2012 12:00AM
686,20120310,17279,4,Accessories,26,Bike Racks,Mar 10 2012 12:00AM
687,20120310,17284,4,Accessories,34,Locks,Mar 10 2012 12:00AM
688,20120323,17299,4,Accessories,28,Bottles and Cages,Mar 23 2012 12:00AM
689,20120323,17299,4,Accessories,31,Helmets,Mar 23 2012 12:00AM
690,20120427,17300,3,Clothing,25,Vests,Apr 27 2012 12:00AM
691,20120427,17300,4,Accessories,28,Bottles and Cages,Apr 27 2012 12:00AM
692,20120425,17309,3,Clothing,20,Gloves,Apr 25 2012 12:00AM
693,20120425,17309,4,Accessories,34,Locks,Apr 25 2012 12:00AM
694,20120324,17316,3,Clothing,24,Tights,Mar 24 2012 12:00AM
695,20120424,17319,3,Clothing,21,Jerseys,Apr 24 2012 12:00AM
696,20120424,17319,4,Accessories,32,Hydration Packs,Apr 24 2012 12:00AM
697,20120424,17319,4,Accessories,35,Panniers,Apr 24 2012 12:00AM
698,20120323,17327,3,Clothing,24,Tights,Mar 23 2012 12:00AM
699,20120420,17329,4,Accessories,26,Bike Racks,Apr 20 2012 12:00AM
700,20120414,17331,4,Accessories,26,Bike Racks,Apr 14 2012 12:00AM
701,20120414,17331,4,Accessories,35,Panniers,Apr 14 2012 12:00AM
702,20120328,17351,4,Accessories,37,Tires and Tubes,Mar 28 2012 12:00AM
703,20120419,17353,4,Accessories,32,Hydration Packs,Apr 19 2012 12:00AM
704,20120419,17353,4,Accessories,37,Tires and Tubes,Apr 19 2012 12:00AM
705,20120301,17388,4,Accessories,30,Fenders,Mar  1 2012 12:00AM
706,20120301,17388,4,Accessories,33,Lights,Mar  1 2012 12:00AM
707,20120301,17388,4,Accessories,34,Locks,Mar  1 2012 12:00AM
708,20120306,17400,3,Clothing,25,Vests,Mar  6 2012 12:00AM
709,20120306,17400,4,Accessories,37,Tires and Tubes,Mar  6 2012 12:00AM
710,20120401,17491,3,Clothing,24,Tights,Apr  1 2012 12:00AM
711,20120401,17491,4,Accessories,31,Helmets,Apr  1 2012 12:00AM
712,20120331,17558,4,Accessories,28,Bottles and Cages,Mar 31 2012 12:00AM
713,20120229,17579,4,Accessories,32,Hydration Packs,Feb 29 2012 12:00AM
714,20120229,17579,4,Accessories,35,Panniers,Feb 29 2012 12:00AM
715,20120320,17636,3,Clothing,21,Jerseys,Mar 20 2012 12:00AM
716,20120320,17636,4,Accessories,35,Panniers,Mar 20 2012 12:00AM
717,20120420,17655,4,Accessories,35,Panniers,Apr 20 2012 12:00AM
718,20120413,17686,3,Clothing,20,Gloves,Apr 13 2012 12:00AM
